experiment,well,method,timepoint,true_dy,true_dx,est_dy,est_dx,abs_err_px,post_corr,reg_error,overlap,qc_pass
E3_mcherry,0,A_cli,5,0.0,0.0,0.0,1.4,1.4,0.9985598778894786,0.9999999021808886,0.9927083333333333,True
E3_mcherry,0,A_cli,6,0.0,0.0,-0.3,-4.0,4.011234224026316,0.9882346524240655,0.9999999267751942,0.9776367187499999,True
E3_mcherry,0,A_cli,7,0.0,0.0,3.2,-5.1,6.020797289396148,0.9777286565970192,0.9999999567565545,0.9572135416666667,True
E3_mcherry,0,A_cli,8,0.0,0.0,4.0,6.3,7.462573282722254,0.9580975891576465,0.9999999476145103,0.9470377604166667,True
E3_mcherry,0,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,B_pilot,1,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,2,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,3,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,4,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,5,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,6,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,7,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,B_pilot,8,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,True
E3_mcherry,0,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E3_mcherry,0,stable_subpixel,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E3_mcherry,0,stable_subpixel,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
E4_gradient,0,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,0,A_cli,1,-2.421154814464448,-3.6396411399625808,2.4,3.7,0.06395872231402067,0.9343069379385288,0.9999999989486205,0.9684700520833334,True
E4_gradient,0,A_cli,2,-5.6970681559013014,-5.507547650596743,5.8,5.5,0.10320819521282827,0.9247021698390826,0.9999999990615182,0.9420111762152776,True
E4_gradient,0,A_cli,3,3.129701517547794,0.46986615699940426,-2.9,-0.3,0.2856874138941121,0.863778442670765,0.9999999993216608,0.9833569335937499,True
E4_gradient,0,A_cli,4,1.6806141602541533,-2.8882397405347766,-1.9,3.0,0.24621231138333505,0.9198748528853635,0.999999999105273,0.9746337890625001,True
E4_gradient,0,A_cli,5,-5.750561563819954,0.948143932792171,5.8,-0.7,0.25302088916430204,0.9308334329206269,0.9999999992332411,0.9662559678819443,True
E4_gradient,0,A_cli,6,1.6693947558281659,4.382501001210968,-2.0,-4.3,0.3407436612392521,0.7903624438755336,0.9999999995835946,0.9674207899305556,True
E4_gradient,0,A_cli,7,1.8431582857248974,-3.6722547446937615,-2.0,3.7,0.15927687380395592,0.9099828655241285,0.9999999991081856,0.9705132378472222,True
E4_gradient,0,A_cli,8,-5.723007083905335,-1.5685103007166807,5.8,1.6,0.08318359387351552,0.940319113529679,0.9999999988692218,0.9617100694444444,True
E4_gradient,0,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,0,B_pilot,1,-2.421154814464448,-3.6396411399625808,2.0,4.0,0.5542832179978497,0.9253315684355283,,0.9689670138888888,True
E4_gradient,0,B_pilot,2,-5.6970681559013014,-5.507547650596743,6.0,6.0,0.5781669469987241,0.9323431550421931,,0.9384765625,True
E4_gradient,0,B_pilot,3,3.129701517547794,0.46986615699940426,-3.0,0.0,0.4874389081183297,0.8884124084229058,,0.984375,True
E4_gradient,0,B_pilot,4,1.6806141602541533,-2.8882397405347766,-2.0,3.0,0.3383750437397736,0.9205810804723638,,0.97412109375,True
E4_gradient,0,B_pilot,5,-5.750561563819954,0.948143932792171,6.0,-1.0,0.25477163333112646,0.9428174514387198,,0.9637044270833334,True
E4_gradient,0,B_pilot,6,1.6693947558281659,4.382501001210968,-2.0,-4.0,0.5055757543645768,0.8144433232366575,,0.9689670138888888,True
E4_gradient,0,B_pilot,7,1.8431582857248974,-3.6722547446937615,-2.0,4.0,0.3633404405134452,0.9159996125683468,,0.9689670138888888,True
E4_gradient,0,B_pilot,8,-5.723007083905335,-1.5685103007166807,6.0,2.0,0.5127459762438271,0.9483986242315144,,0.9586588541666666,True
E4_gradient,0,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E4_gradient,0,stable_subpixel,1,-2.421154814464448,-3.6396411399625808,2.299999952316284,3.799999952316284,0.2009812163403108,0.9333053494263879,0.9999999403953552,0.9684662548290928,True
E4_gradient,0,stable_subpixel,2,-5.6970681559013014,-5.507547650596743,5.849999904632568,5.550000190734863,0.1587146430994382,0.9267694456837058,0.9999999403953552,0.9415057368238922,True
E4_gradient,0,stable_subpixel,3,3.129701517547794,0.46986615699940426,-3.049999952316284,-0.4000000059604645,0.10598876620353936,0.8402794324617829,0.9999999403953552,0.9820643448353399,True
E4_gradient,0,stable_subpixel,4,1.6806141602541533,-2.8882397405347766,-1.850000023841858,2.950000047683716,0.18029394422021994,0.9183986159202696,0.9999999403953552,0.9751480437940983,True
E4_gradient,0,stable_subpixel,5,-5.750561563819954,0.948143932792171,5.900000095367432,-1.0,0.15818004430815366,0.9411918003041991,0.9999999403953552,0.9642225472489372,True
E4_gradient,0,stable_subpixel,6,1.6693947558281659,4.382501001210968,-1.850000023841858,-4.25,0.22399727265349997,0.7899590819405112,0.9999999403953552,0.9684424505079127,True
E4_gradient,0,stable_subpixel,7,1.8431582857248974,-3.6722547446937615,-1.9500000476837158,3.8499999046325684,0.207384917436483,0.9132713782612866,0.9999999403953552,0.9699953208863088,True
E4_gradient,0,stable_subpixel,8,-5.723007083905335,-1.5685103007166807,5.849999904632568,1.7000000476837158,0.18280243453989917,0.9436442441266165,0.9999999403953552,0.96094685897548,True
E5_drift,0,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E5_drift,0,A_cli,1,3.347888782708209,-2.780102360042359,-3.3,2.9,0.12910762787955715,0.994030967009042,0.9999999292739673,0.9679679361979167,True
E5_drift,0,A_cli,2,5.996172170096797,-4.321675432739033,-6.0,4.2,0.12173562836737137,0.9961918604921142,0.9999999295133347,0.9475585937500001,True
E5_drift,0,A_cli,3,9.443702156095165,-7.099907892043728,-9.4,7.1,0.043702253159783065,0.9936071009487497,0.9999999405081805,0.9158729383680555,True
E5_drift,0,A_cli,4,13.606723198014116,-9.907100939664545,-13.7,10.0,0.1316464857104974,0.9943206460126243,0.9999999368846718,0.8802788628472222,True
E5_drift,0,A_cli,5,16.091670126202914,-11.453266425680322,-16.0,11.4,0.1060222813507395,0.9937153106743272,0.9999999433805381,0.8622395833333333,True
E5_drift,0,A_cli,6,19.014897146886938,-13.33448278040219,-19.0,13.2,0.135305370218905,0.9950569647758805,0.9999999414680318,0.8390950520833333,True
E5_drift,0,A_cli,7,21.54488192389261,-16.630587583172726,-21.6,16.7,0.08863456393294443,0.9911728171769553,0.9999999540304874,0.8103059895833334,True
E5_drift,0,A_cli,8,25.405068739116476,-19.18261691200614,-25.3,19.1,0.1336599943474336,0.9926075597298046,0.99999994960818,0.7818584526909722,True
E5_drift,0,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E5_drift,0,B_pilot,1,3.347888782708209,-2.780102360042359,-3.0,3.0,0.41155993147188163,0.9917429866062684,,0.968994140625,True
E5_drift,0,B_pilot,2,5.996172170096797,-4.321675432739033,-6.0,4.0,0.32169820687969647,0.9943224751434462,,0.9485677083333334,True
E5_drift,0,B_pilot,3,9.443702156095165,-7.099907892043728,-9.0,7.0,0.45481115885180257,0.9894189263808518,,0.9183756510416666,True
E5_drift,0,B_pilot,4,13.606723198014116,-9.907100939664545,-14.0,10.0,0.4041000846219347,0.9906761723961313,,0.8787977430555556,True
E5_drift,0,B_pilot,5,16.091670126202914,-11.453266425680322,-16.0,11.0,0.462443363761524,0.9885175630792392,,0.8641493055555556,True
E5_drift,0,B_pilot,6,19.014897146886938,-13.33448278040219,-19.0,13.0,0.3348143595650445,0.9919662801961664,,0.8400336371527778,True
E5_drift,0,B_pilot,7,21.54488192389261,-16.630587583172726,-22.0,17.0,0.5861723269703705,0.9849120270498434,,0.8070203993055556,True
E5_drift,0,B_pilot,8,25.405068739116476,-19.18261691200614,-25.0,19.0,0.44433053007875806,0.9880260606001331,,0.7837185329861112,True
E5_drift,0,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E5_drift,0,stable_subpixel,1,3.347888782708209,-2.780102360042359,-3.200000047683716,2.9000000953674316,0.19038525384920435,0.9906942599278499,0.9999999403953552,0.9684809020447493,True
E5_drift,0,stable_subpixel,2,5.996172170096797,-4.321675432739033,-6.0,4.150000095367432,0.17171800646240043,0.9940006550526367,0.9999999403953552,0.94781087191465,True
E5_drift,0,stable_subpixel,3,9.443702156095165,-7.099907892043728,-9.350000381469727,7.050000190734863,0.10616402977417229,0.9898230173960688,0.9999999403953552,0.9163714571020358,True
E5_drift,0,stable_subpixel,4,13.606723198014116,-9.907100939664545,-13.75,9.949999809265137,0.1495612082069104,0.9903992890223806,0.9999999403953552,0.8802737775064694,True
E5_drift,0,stable_subpixel,5,16.091670126202914,-11.453266425680322,-16.049999237060547,11.350000381469727,0.11135680890192626,0.9891826930962442,0.9999999403953552,0.8622332782851946,True
E5_drift,0,stable_subpixel,6,19.014897146886938,-13.33448278040219,-19.0,13.199999809265137,0.13530555979419545,0.9915671279082602,0.9999999403953552,0.8390950529784378,True
E5_drift,0,stable_subpixel,7,21.54488192389261,-16.630587583172726,-21.649999618530273,16.799999237060547,0.19937411617094036,0.9854310049960938,0.9999999403953552,0.8096061251302147,True
E5_drift,0,stable_subpixel,8,25.405068739116476,-19.18261691200614,-25.25,19.049999237060547,0.20404352858924163,0.9877982629292349,0.9999999403953552,0.7823191359380467,True
E1_baseline,1,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,1,A_cli,1,-4.0790378257970445,3.821797606755233,4.0,-3.9,0.11118719447820037,0.9954007972077261,0.9999999683194096,0.9592773437499998,True
E1_baseline,1,A_cli,2,-3.2644689488431116,-5.107777095517154,3.2,5.1,0.064936342518028,0.9907556513393303,0.9999999700397577,0.9572135416666667,True
E1_baseline,1,A_cli,3,3.091418145978741,-7.955556208811625,-3.0,8.0,0.10164904322907452,0.9976949031196456,0.9999999688854999,0.943359375,True
E1_baseline,1,A_cli,4,6.395657670405244,-5.103195425201509,-6.3,5.1,0.09571102679198878,0.9872589483998845,0.9999999733937537,0.9414965820312501,True
E1_baseline,1,A_cli,5,2.394846438499023,-1.3206120391506477,-2.3,1.2,0.1534376449376958,0.9840579059083753,0.9999999685008143,0.9818457031250001,True
E1_baseline,1,A_cli,6,-5.75364937567689,-7.730820994336158,5.9,7.8,0.1618772376351972,0.9882764309881523,0.9999999714388157,0.9298942057291666,True
E1_baseline,1,A_cli,7,5.6117215027693845,5.503336452291887,-5.7,-5.5,0.08834152470493052,0.9814341638458466,0.9999999766037326,0.9425170898437502,True
E1_baseline,1,A_cli,8,-2.855643738944009,-5.158770019866116,2.9,5.1,0.0736301102126772,0.9936261239480542,0.9999999694098365,0.9587345377604167,True
E1_baseline,1,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,1,B_pilot,1,-4.0790378257970445,3.821797606755233,4.0,-4.0,0.19494376333929384,0.9941185365737003,,0.9587673611111112,True
E1_baseline,1,B_pilot,2,-3.2644689488431116,-5.107777095517154,3.0,5.0,0.28558663697780756,0.9901055931593307,,0.958740234375,True
E1_baseline,1,B_pilot,3,3.091418145978741,-7.955556208811625,-3.0,8.0,0.10164904322907452,0.9961428891551939,,0.943359375,True
E1_baseline,1,B_pilot,4,6.395657670405244,-5.103195425201509,-6.0,5.0,0.4088939812873565,0.9826590614536002,,0.9435221354166666,True
E1_baseline,1,B_pilot,5,2.394846438499023,-1.3206120391506477,-2.0,1.0,0.5086214600699613,0.9779068732535686,,0.9844292534722222,True
E1_baseline,1,B_pilot,6,-5.75364937567689,-7.730820994336158,6.0,8.0,0.3648917198218684,0.98528587464802,,0.9283854166666666,True
E1_baseline,1,B_pilot,7,5.6117215027693845,5.503336452291887,-6.0,-6.0,0.6304243579000374,0.969702635842403,,0.9384765625,True
E1_baseline,1,B_pilot,8,-2.855643738944009,-5.158770019866116,3.0,5.0,0.21458483011236482,0.9932583475315812,,0.958740234375,True
E1_baseline,1,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,1,stable_subpixel,1,-4.0790378257970445,3.821797606755233,4.050000190734863,-3.950000047683716,0.13144980072265455,0.9926326415702966,0.9999998807907104,0.9587672920781833,True
E1_baseline,1,stable_subpixel,2,-3.2644689488431116,-5.107777095517154,3.0999999046325684,5.050000190734863,0.1743222224208706,0.988124196186825,0.9999998807907104,0.9579767518934224,True
E1_baseline,1,stable_subpixel,3,3.091418145978741,-7.955556208811625,-3.049999952316284,8.0,0.06075127440191383,0.9954511074617755,0.9999998807907104,0.9431098092657825,True
E1_baseline,1,stable_subpixel,4,6.395657670405244,-5.103195425201509,-6.25,5.050000190734863,0.15506737218978128,0.9816823159749393,0.9999998807907104,0.9420020199807672,True
E1_baseline,1,stable_subpixel,5,2.394846438499023,-1.3206120391506477,-2.25,1.149999976158142,0.22380564511291934,0.976555988339005,0.9999998807907104,0.9823618572190753,True
E1_baseline,1,stable_subpixel,6,-5.75364937567689,-7.730820994336158,5.900000095367432,7.849999904632568,0.18873829980525786,0.9826353772552008,0.9999998807907104,0.9296417914546975,True
E1_baseline,1,stable_subpixel,7,5.6117215027693845,5.503336452291887,-5.75,-5.5,0.13831874316322199,0.9719683963998511,0.9999998807907104,0.9422641330295138,True
E1_baseline,1,stable_subpixel,8,-2.855643738944009,-5.158770019866116,2.950000047683716,5.050000190734863,0.14399301624809763,0.9917747099830739,0.9999998807907104,0.9587374526645807,True
E2_sparse,1,A_cli,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,1,A_cli,1,2.0663447649983695,5.983520513965816,0.0,0.0,6.330268432608992,0.9831248169167132,0.9999999995899698,1.0,True
E2_sparse,1,A_cli,2,2.5416679609024477,2.4579499522763744,0.0,0.0,3.5357593231685662,0.9870161565383408,0.9999999995755632,1.0,True
E2_sparse,1,A_cli,3,6.7537474624301765,4.042103999046168,0.0,0.0,7.870940828477055,0.9823347870353116,0.99999999956765,1.0,True
E2_sparse,1,A_cli,4,1.424379195866937,-6.465101029329569,0.0,0.0,6.6201501050245675,0.9830331580882307,0.999999999623621,1.0,True
E2_sparse,1,A_cli,5,-0.4647060175220883,1.8863934253456502,0.0,0.0,1.9427897050140386,0.990694720721503,0.9999999994642863,1.0,True
E2_sparse,1,A_cli,6,0.09911873560750806,4.27581563201611,0.0,0.0,4.276964325633516,0.9856735369620712,0.9999999996544626,1.0,True
E2_sparse,1,A_cli,7,1.04233047694715,-3.2951826396713777,0.0,0.0,3.456107847270467,0.9872781640391965,0.9999999996600663,1.0,True
E2_sparse,1,A_cli,8,7.211256060284688,-4.9837352394571575,0.0,0.0,8.765833155154148,0.9822625237601813,0.9999999996143556,1.0,True
E2_sparse,1,B_pilot,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,1,B_pilot,1,2.0663447649983695,5.983520513965816,-2.0,-6.0,0.0683608170126699,0.7322822103481902,,0.9586588541666666,True
E2_sparse,1,B_pilot,2,2.5416679609024477,2.4579499522763744,-2.0,-2.0,0.7093111719535716,0.8677937784272789,,0.9792751736111112,True
E2_sparse,1,B_pilot,3,6.7537474624301765,4.042103999046168,-7.0,-4.0,0.24982605747851241,0.6924830297314799,,0.9434678819444444,True
E2_sparse,1,B_pilot,4,1.424379195866937,-6.465101029329569,-1.0,6.0,0.6296162874069352,0.9583218836609086,,0.9637044270833334,True
E2_sparse,1,B_pilot,5,-0.4647060175220883,1.8863934253456502,0.0,-2.0,0.4783911961208461,0.917721765098127,,0.9895833333333334,True
E2_sparse,1,B_pilot,6,0.09911873560750806,4.27581563201611,0.0,-4.0,0.2930849477760286,0.8457372077475702,,0.9791666666666666,True
E2_sparse,1,B_pilot,7,1.04233047694715,-3.2951826396713777,-1.0,3.0,0.29820238101318974,0.9617402651208956,,0.979248046875,True
E2_sparse,1,B_pilot,8,7.211256060284688,-4.9837352394571575,-7.0,5.0,0.21188125316441694,0.8260270460909154,,0.9384494357638888,True
E2_sparse,1,stable_subpixel,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,1,stable_subpixel,1,2.0663447649983695,5.983520513965816,-2.4,-5.85,0.3593793865731436,0.7131069313980015,0.9999999999767416,0.957412109375,True
E2_sparse,1,stable_subpixel,2,2.5416679609024477,2.4579499522763744,-2.3,-2.2,0.3534707642877001,0.8130896956442614,0.9999999999820111,0.9766997612847221,True
E2_sparse,1,stable_subpixel,3,6.7537474624301765,4.042103999046168,-6.45,-4.1,0.30921589199007465,0.6654863412127795,0.9999999999817346,0.9457694498697917,True
E2_sparse,1,stable_subpixel,4,1.424379195866937,-6.465101029329569,-0.95,5.7,0.9002306407540943,0.9593847044698145,0.9999999999834247,0.9655114746093751,True
E2_sparse,1,stable_subpixel,5,-0.4647060175220883,1.8863934253456502,0.4,-1.55,0.34256007548946554,0.9141676307804406,0.9999999999804482,0.9898605685763887,True
E2_sparse,1,stable_subpixel,6,0.09911873560750806,4.27581563201611,-0.05,-4.15,0.13506377548141268,0.7903765058622106,0.999999999980972,0.9781306287977429,True
E2_sparse,1,stable_subpixel,7,1.04233047694715,-3.2951826396713777,-1.35,3.15,0.34020366587901046,0.9378820494005964,0.999999999980199,0.9766778564453126,True
